ACQUISITIONDATE,ACRES,ADDRESS,BOROUGH,CLASS,COMMUNITYBOARD,COUNCILDISTRICT,DEPARTMENT,EAPPLY,GISOBJID,GISPROPNUM,GlobalID,JURISDICTION,LOCATION,MAPPED,NAME311,NYS_ASSEMBLY,NYS_SENATE,OBJECTID,OMPPROPID,PARENTID,PERMIT,PERMITDISTRICT,PERMITPARENT,PIP_RATABLE,PRECINCT,RETIRED,SIGNNAME,SUBCATEGORY,TYPECATEGORY,US_CONGRESS,WATERFRONT,ZIPCODE,Location
1962 Feb 26 12:00:00 AM,1.375,54 OSBORNE STREET,R,PARK,503,51,R-03,Lieutenant John H. Martinson Playground,"100,004,930",R090,F27A7E31-620C-45FA-A50B-4458416409AE,DPR/DOE,Preston Ave. bet. Koch Blvd. and Osborne St.,False,Lieutenant John H. Martinson Playground,62,24,"169,981",R090,R-03,True,R-03,R-03,True,123,False,Lieutenant John H. Martinson Playground,JOP,Jointly Operated Playground,11,False,10312,POINT (-74.16263532228989 40.53688427104751)
2002 Nov 20 12:00:00 AM,0.057,182 SUMPTER STREET,B,PARK,303,41,B-03,Sumpter Community Garden,"100,008,332",B525,BCEA4A8B-CADA-41F2-B278-6D76998B13EE,DPR,Sumpter St. bet. Howard Ave. and Saratoga Ave.,False,Sumpter Community Garden,55,25,"169,980",B525,B-03,False,B-03,B-03,False,81,False,Sumpter Community Garden,,Garden,8,False,11233,POINT (-73.91752621123271 40.6800435015176)
2010 Apr 29 12:00:00 AM,0.064,809 COURTLANDT AVENUE,X,PARK,201,17,X-01,811 Family and Friends Garden,"100,008,324",X351,5DE7477B-C4C1-48C4-9663-36E124624293,DPR,Courtlandt Ave. bet. E. 158 St. and E. 159 St.,False,811 Family and Friends Garden,79,29,"169,977",X351,X-01,True,X-01,X-01,False,40,False,811 Family and Friends Garden,,Garden,15,False,10451,POINT (-73.916727853587 40.823069668359786)
2002 Nov 20 12:00:00 AM,0.101,415-421 EAST 117 STREET,M,PARK,111,8,M-07,St. Mark's Garden,"100,007,945",M389,5B43A347-4EA3-403A-9F1B-98C9A3979970,DPR,E.117 St. bet. 1 Ave. and Pleasant Ave.,False,St. Mark's Garden,68,29,"170,005",M389,M-11,,M-07,,False,25,False,St. Mark's Garden,,Garden,13,False,10035,POINT (-73.93401494525386 40.79655060233577)
2002 Nov 20 12:00:00 AM,0.43,1420 COLLEGE AVENUE,X,PARK,204,16,X-04,,"100,008,369",X358,0D5B56FE-67A3-4B1E-82F6-456F6B62D2EB,DPR,College Ave. bet. E. 170 St. and E. 171 St.,False,College Avenue Greenthumb,77,32,"170,028",X358,X-04,,X-04,X-04,False,44,False,College Avenue Garden,,Garden,15,False,10456,POINT (-73.90989719096403 40.83807051420823)
1937 May 19 12:00:00 AM,55.639,71-01 JUNIPER BLVD SOUTH,Q,PARK,405,30,Q-05,Juniper Valley Park,"100,000,000",Q102,E79AFF27-50E7-46E3-AB1A-BE17F18183FA,DPR,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",True,Juniper Valley Park,28,15,"170,002",Q102,Q-05,True,Q-05,Q-05,False,104,False,Juniper Valley Park,Large Park,Community Park,6,False,11379,POINT (-73.88205375133595 40.71953307974714)
1923 Oct 05 12:00:00 AM,5.1,3-96 GRANDVIEW AVENUE,Q,PARK,405,34,Q-05,Grover Cleveland Playground,"100,000,316",Q002,5DAFB4A1-DA65-4A7A-9497-A7DEA1240BDA,DPR,Stanhope St. bet. Fairvier Ave. and Grandview Ave.,True,Grover Cleveland Playground,37,12,"169,999",Q002,Q-05,True,Q-05,Q-05,True,104,False,Grover Cleveland Playground,Neighborhood Plgd,Neighborhood Park,7,False,11385,POINT (-73.91107367421179 40.71092517346759)
2013 Jul 03 12:00:00 AM,0.091,1001 BEDFORD AVENUE,B,PARK,303,36,B-03,Whole Neighborhood Garden,"100,008,365",B549,7C282484-06B6-4736-8C7A-2FD866498496,DPR,Bedford Ave. bet. Kosciuszko St. and Lafayette Ave.,False,Whole Neighborhood Garden,57,25,"170,025",B549,B-03,,B-03,B-03,False,79,False,Whole Neighborhood Garden,,Garden,8,False,11205,POINT (-73.95486789006225 40.68979263904933)
1940 Sep 30 12:00:00 AM,2.264,338 HOWARD AVENUE,B,PARK,316,41,B-16,South Pacific Playground,"100,004,710",B153,B8FB3663-C607-40CA-A121-B86830AD51E4,DPR/NYCHA,Howard Ave. bet. Pacific St. and Dean St.,False,South Pacific Playground,55,25,"169,995",B153,B-16,True,B-16,B-16,True,73,False,South Pacific Playground,Neighborhood Plgd,Neighborhood Park,8,False,11233,POINT (-73.92029764428301 40.67564627337829)
1950 May 26 12:00:00 AM,1.056,75-25 BELL BOULEVARD,Q,PARK,411,23,Q-11,Telephone Playground,"100,000,192",Q349,72779703-E0E2-47EF-A0D9-36B264DC28DE,DPR/DOE,75 Ave. bet. Bell Blvd. and 217 St.,False,Telephone Playground,24,11,"170,022",Q349,Q-11,True,Q-11,Q-11,True,111,False,Telephone Playground,JOP,Jointly Operated Playground,6,False,11364,POINT (-73.75659162578697 40.73846250681611)
1936 Sep 25 12:00:00 AM,1.148,5202 FT HAMILTON PARKWAY,B,PARK,312,43,B-12,Rappaport Playground,"100,004,470",B152,F6CB207A-A7F4-4868-AC3D-2BE4CC92E67C,DPR,Ft. Hamilton Pkwy. bet. 52 St. and 53 St.,True,Rappaport Playground,49,17,"169,994",B152,B-12,True,B-12,B-12,True,66,False,Rappaport Playground,Neighborhood Plgd,Neighborhood Park,10,False,11219,POINT (-74.00059528620115 40.63677632089328)
1936 Aug 20 12:00:00 AM,1.581,1706 AVENUE L,B,PARK,314,44,B-14,Kolbert Playground,"100,004,473",B150,C30C0B6B-70C6-4D21-80C4-6FCF8CE5F40F,DPR,Ave. L bet. E. 17 St. and E. 18 St.,False,Kolbert Playground,48,22,"169,992",B150,B-14,True,B-14,B-14,True,70,False,Kolbert Playground,Neighborhood Plgd,Playground,9,False,11230,POINT (-73.9580090919118 40.62016958215371)
1936 Feb 26 12:00:00 AM,0.213,748 NEW YORK AVENUE,B,PARK,309,40,B-09,Rolph Henry Playground,"100,004,173",B148,7AFCF197-6E90-4AED-B493-CD7648D57C1F,DPR,"Clarkson Ave., New York Ave.",False,Rolph Henry Playground,43,20,"169,991",B148,B-09,True,B-09,B-09,True,71,False,Rolph Henry Playground,Neighborhood Plgd,Playground,9,False,11226,POINT (-73.94750671421895 40.6557934439445)
1936 Mar 31 12:00:00 AM,1.67,152 KOSCIUSZKO STREET,B,PARK,303,36,B-03,Banneker Playground (PS 256),"100,004,721",B140,F19A8E86-3F56-4D4D-B8BE-3C75EC4730EA,DPR/DOE,Macy Ave. bet. Lafayette Ave. and Kosciuszko St.,False,Banneker Playground,56,25,"169,989",B140,B-03,True,B-03,B-03,True,79,False,Banneker Playground,JOP,Jointly Operated Playground,8,False,11216,POINT (-73.94883482783993 40.69048741535151)
1934 Jun 26 12:00:00 AM,0.567,358 SCHERMERHORN STREET,B,PARK,302,33,B-02,Sixteen Sycamores Playground,"100,004,436",B137,F3A1E8DD-7252-4DA2-9692-4C6F8CBFBF9B,DPR,Schermerhorn St. bet. Nevins St. and 3 Ave.,False,Sixteen Sycamores Playground,52,26,"169,988",B137,B-02,True,B-02,B-02,True,84,False,Sixteen Sycamores Playground,Neighborhood Plgd,Playground,10,False,11217,POINT (-73.98098731887167 40.68678957649754)
1934 May 10 12:00:00 AM,1.034,62 WHITE STREET,B,PARK,301,34,B-01,Gilbert Ramirez Park,"100,004,549",B132,3B9572FE-66BC-429B-94E7-E2527F54C261,DPR,Mc Kibbin St. bet. White St. and Bogart St.,False,Gilbert Ramirez Park,53,18,"169,987",B132,B-01,True,B-01,B-01,True,90,False,Gilbert Ramirez Park,Neighborhood Plgd,Neighborhood Park,7,False,11206,POINT (-73.93436701468707 40.70604733248227)
2012 Apr 30 12:00:00 AM,0.101,648 HENDRIX STREET,B,PARK,305,42,B-05,East New York Farms Garden,"100,008,352",B543,183BA0F7-0F6F-465C-9A81-3B3DA97D3016,DPR,Livonia Ave. bet. Hendrix St. and Van Siclen Ave.,False,East New York Farms Garden,60,19,"170,015",B543,B-05,,B-05,B-05,False,75,False,East New York Farms Garden,,Garden,8,False,11207,POINT (-73.88783041424381 40.66539798805216)
1934 May 09 12:00:00 AM,1.974,"1670 EAST 4 STREET, 1662 EAST 5 STREET, 1566 OCEAN PARKWAY",B,PARK,312,44,B-12,Colonel David Marcus Playground,"100,004,577",B128,BDFFDAD1-3039-48BA-B4C5-B95A2D2F1394,DPR,Ave. P bet. E. 4 St. and Ocean Pkwy.,False,Colonel David Marcus Playground,45,22,"169,986",B128,B-12,True,B-12,B-12,True,66,False,Colonel David Marcus Playground,Neighborhood Plgd,Playground,9,False,11230,POINT (-73.96865882005258 40.6102100083518)
2012 May 08 12:00:00 AM,0.082,1895 LEXINGTON AVENUE,M,PARK,111,8,M-11,El Gallo Garden,"100,008,350",M392,E44D5DD1-2F7C-4FB1-BB70-9EFA833F247B,DPR,Lexington Ave. at E. 118 St.,False,El Gallo Garden,68,30,"170,013",M392,M-11,,M-11,M-11,False,25,False,El Gallo Garden,,Garden,13,False,10035,POINT (-73.94054036480537 40.79970928552874)
1944 Dec 27 12:00:00 AM,1.795,308 MARCUS GARVEY BLVD,B,PARK,303,36,B-03,Raymond Bush Playground (PS 44),"100,004,322",B216,1E5D2F56-BD25-4C99-BABA-1E63354E74C4,DPR/DOE,Marcus Garvey Blvd. bet. Monore St. and Madison St.,False,Raymond Bush Playground,56,25,"169,984",B216,B-03,True,B-03,B-03,True,79,False,Raymond Bush Playground,JOP,Jointly Operated Playground,8,False,11221,POINT (-73.93955229563252 40.68636376536979)
2002 Nov 20 12:00:00 AM,0.057,,Q,PARK,403,21,Q-03,97th Street Block Association,"100,000,213",Q495,B1A8EB72-3138-4FFA-96DD-A723049F8561,DPR,97 St. bet. Northern Blvd. and 34 Ave.,False,97th Street Block Association,35,13,"169,952",Q495,Q-03,False,Q-03,Q-03,False,115,False,97th Street Block Association,Greenthumb,Garden,14,False,11368,POINT (-73.87143467795146 40.756147836702354)
2002 Nov 20 12:00:00 AM,0.121,,Q,PARK,412,27,Q-12,George Eagle Carr Community Garden,"100,000,128",Q488,CA861319-DDAE-47BE-A5D8-21E8F6DA3F0A,DPR,148 St. bet. 89 Ave. and 90 Ave.,False,George Eagle Carr Community Garden,32,14,"169,949",Q488,Q-12,False,Q-12,Q-12,False,103,False,George Eagle Carr Community Garden,Greenthumb,Garden,5,False,11435,POINT (-73.8070561168996 40.7037094463124)
2010 Aug 11 12:00:00 AM,0.059,681 HALSEY ST,B,PARK,303,41,B-03,Welcome Home Garden,"100,008,331",B538,2B6E70CE-44FA-4B61-846D-2E03249F9D78,DPR,Halsey St. bet. Patchen Ave. and Ralph Ave.,False,Welcome Home Garden,56,25,"169,979",B538,B-03,False,B-03,B-03,False,81,False,Welcome Home Garden,,Garden,8,False,11233,POINT (-73.92531093580814 40.68485956047988)
2010 Apr 29 12:00:00 AM,1.381,924 MELROSE AVENUE,X,PARK,203,17,X-03,Melrose Commons Park,"100,008,323",X350,FC523DBF-0064-4861-9FBA-B0DF0A4B69BB,DPR,Melrose Ave. bet. E. 162 St. and E. 163 St.,False,Melrose Commons Park,79,32,"169,976",X350,X-03,True,X-03,X-03,False,42,False,Melrose Commons Park,,Neighborhood Park,15,False,10451,POINT (-73.9123442740567 40.82492334246551)
2010 Aug 20 12:00:00 AM,0.013,22 PUTNAM AVENUE,B,PARK,302,35,B-02,Park,"100,008,301",B537,2C24D483-FB98-45F4-823F-C084E57FEF00,DPR,Grand Ave. bet. Putnam Ave. and Fulton St.,False,Park,57,25,"169,975",B537,B-02,False,B-02,B-02,True,88,False,Park,Sitting Area/Triangle/Mall,Triangle/Plaza,7,False,11238,POINT (-73.96181495607564 40.68254587945232)
1941 Mar 12 12:00:00 AM,2.524,11-01 45 ROAD,Q,PARK,402,26,Q-02,Murray Playground,"100,000,131",Q141,299BB33F-6FAE-4717-929C-83A40B79291A,DPR,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",True,Murray Playground,36,59,"170,004",Q141,Q-02,True,Q-02,Q-02,True,108,False,Murray Playground,Neighborhood Plgd,Neighborhood Park,7,False,11101,POINT (-73.94882262991447 40.7472292504708)
1961 Jan 26 12:00:00 AM,0.025,,X,PARK,206,15,X-06,Strip,"100,005,138",X148G1,2FD23555-6C0C-46A9-85E0-FD5C3D1FC058,DPR,N/B Cross Bronx Exwy bet. Belmont Av and Crotona Av,True,Park,79,32,"169,973",X148G1,X-06,False,X-06,X-06,False,48,False,Park,EXWY,Strip,15,False,10457,POINT (-73.89322559296578 40.84375199540196)
1849 Mar 31 12:00:00 AM,0.072,,X,PARK,206,15,X-06,Flood Triangle,"100,004,564",X061,7C0248CA-368A-409E-8E87-3A580199B868,DPR,E. 188 St. at 3 Ave. and Washington Ave.,True,Flood Triangle,78,33,"169,972",X061,X-06,True,X-06,X-06,True,48,False,Flood Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,15,False,10458,POINT (-73.89090922430185 40.858280277084816)
1909 Dec 27 12:00:00 AM,0.74,,X,PARK,206,15,X-06,Sergeant Johnson Triangle,"100,005,213",X059,54EFD40A-FAEE-44DD-8D84-94CCE8ECF119,DPR,Dr Kazimiroff Blvd and Crotona Av at E Fordham Rd,True,Sergeant Johnson Triangle,78,33,"169,971",X059,X-06,True,X-06,X-06,True,48,False,Sergeant Johnson Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,15,False,10458,POINT (-73.8812763970696 40.85797779272325)
1936 Sep 01 12:00:00 AM,3.009,52-01 39 DRIVE,Q,PARK,402,26,Q-02,Lawrence Virgilio Playground,"100,000,021",Q031,0CFC76FC-C89D-41FE-B475-9E0133B8E8A3,DPR,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",True,Lawrence Virgilio Playground,37,12,"170,000",Q031,Q-02,True,Q-02,Q-02,True,108,False,Lawrence Virgilio Playground,Neighborhood Plgd,Neighborhood Park,6,False,11377,POINT (-73.91088447268466 40.7475148437145)
2000 Jun 01 12:00:00 AM,136.568,,R,PARK,502,50,R-02B,Ocean Breeze Park,"100,004,908",R149,5B8520BD-CA62-48D5-A3DB-09D4D5A5121C,DPR,"Quintard St. and Mason Ave, Seaside Blvd., (Father Capodanno Blvd.)",False,Ocean Breeze Park,64,23,"169,969",R149,R-02,False,R-02,R-02,False,122,False,Ocean Breeze Park,Large Park,Nature Area,11,False,10305,POINT (-74.07664453288345 40.58553716309674)
2011 Mar 31 12:00:00 AM,0.244,1974 GRAND AVENUE,X,PARK,205,14,X-06,Leave it Better Kids' Garden,"100,008,341",X355,A2246BFF-B703-4CE6-ACD6-308C337F361F,DPR,E. Tremont Ave. bet. Grand Ave. and Davidson Ave.,False,Leave it Better Kids' Garden,86,33,"169,998",X355,X-06,,X-06,X-06,False,46,False,Leave it Better Kids' Garden,,Garden,13,False,10453,POINT (-73.91048769732228 40.85232159584848)
1997 Apr 29 12:00:00 AM,0.997,,M,PARK,108,5,M-08,Ruppert Park,"100,004,746",M294,BA4DB3E7-D91D-42EF-8331-0C9182FA1897,DPR,Second Ave. bet. E. 90 St. and E. 91 St.,False,Ruppert Park,73,29,"169,967",M294,M-08,True,M-08,M-08,True,19,False,Ruppert Park,Neighborhood Plgd,Neighborhood Park,12,False,10128,POINT (-73.95013119079613 40.780956799978)
1937 Jan 01 12:00:00 AM,0.097,,B,PARK,312,44,B-12,Pigeon Plaza,"100,004,638",B191,38792879-93E2-4F91-A67A-DB19799C1F8C,DPR,"New Utrecht Ave., 45 St., Ft Hamilton Pkwy.",True,Park,48,22,"169,965",B191,B-12,False,B-12,B-12,True,66,False,Park,Sitting Area/Triangle/Mall,Triangle/Plaza,10,False,11219,POINT (-73.99453757865247 40.64028359743924)
1936 Aug 20 12:00:00 AM,1.385,384 DAHILL ROAD,B,PARK,312,39,B-12,Dome Playground,"100,004,308",B151,A8B73B66-AE46-4E96-93F3-F2979668E7A2,DPR,Dahill Rd. bet. 37 St. and 38 St.,False,Dome Playground,44,22,"169,993",B151,B-12,True,B-12,B-12,True,66,False,Dome Playground,Neighborhood Plgd,Neighborhood Park,9,False,11218,POINT (-73.97992541365207 40.63793330099637)
1990 May 30 12:00:00 AM,0.174,,M,PARK,104,3,M-04,Ramon Aponte Park,"100,003,947",M288,81AA45BE-F49F-4ADA-A816-9920A3A60AE7,DPR,47 St. bet. 8 Ave. and 9 Ave.,False,Ramon Aponte Park,75,47,"169,963",M288,M-04,True,M-04,M-04,True,18,False,Ramon Aponte Park,Neighborhood Plgd,Playground,12,False,10036,POINT (-73.98937633126631 40.76141168026832)
1963 Dec 12 12:00:00 AM,1.595,275 HOPKINSON AVENUE,B,PARK,316,41,B-16,Ocean Hill Playground (IS 55),"100,004,061",B144,1D9C14D5-8E98-422B-A9D2-1967E9DE265E,DPR/DOE,"Dean St., Bergen St. bet. Rockaway Ave.and Hopkinson Ave.",False,Ocean Hill Playground,55,25,"169,990",B144,B-16,True,B-16,B-16,True,73,False,Ocean Hill Playground,JOP,Jointly Operated Playground,8,False,11233,POINT (-73.91218581891881 40.67442806494057)
1982 Apr 27 12:00:00 AM,1.556,,M,PARK,101,1,M-01,Battery Park City,"100,004,358",M283A,64F3FBA3-6DEF-47A5-BD30-2E7F08775197,DPR/BPC Authority,bet. Hudson River and South End Ave. S/o Liberty St.,True,Battery Park City,61,27,"169,961",M283A,M-01,False,M-01,M-01,True,1,False,Battery Park City,Neighborhood Plgd,Neighborhood Park,10,True,10280,POINT (-74.01698192097805 40.711927173728)
1984 Nov 16 12:00:00 AM,0.35,,M,PARK,104,3,M-04,Clinton Community Garden,"100,004,484",M281,2C0950CD-846C-49DD-A2DA-3A1BC43EA9A8,DPR,"W. 47 St.,  W. 48 St., 9 Ave., 10 Ave.",False,Clinton Community Garden,75,47,"169,960",M281,M-04,False,M-04,M-04,False,18,False,Clinton Community Garden,Greenthumb,Garden,12,False,10036,POINT (-73.99173388039216 40.76277913665551)
1958 Feb 14 12:00:00 AM,0.536,757 WORTMAN AVENUE,B,PARK,305,42,B-05,Woodruff Playground (PS 224),"100,004,311",B312,D67F1CF3-B6DD-496D-B1D4-2932D1D12458,DPR/DOE,Stanley Ave. between Autumn Ave. and Hemlock St.,False,Woodruff Playground,60,19,"170,445",B312,B-05,True,B-05,B-05,True,75,False,Woodruff Playground,JOP,Jointly Operated Playground,8,False,11208,POINT (-73.86628458662565 40.66529909943376)
1960 Sep 15 12:00:00 AM,0.487,,B,PARK,307,39,B-07,Thomas J. Cuite Park,"100,004,548",B255H,BF3EBB73-F0DE-463A-BE91-3FE562708BD0,DPR,19 St. bet. 11 Ave. and Seeley St.,True,Thomas J. Cuite Park,44,20,"169,957",B255H,B-07,False,B-07,B-07,True,72,False,Thomas J. Cuite Park,Neighborhood Plgd,Playground,10,False,11218,POINT (-73.97865099388025 40.65419997517951)
1941 Feb 27 12:00:00 AM,3.56,4002 FOSTER AVENUE,B,PARK,317,45,B-17,Paerdegat Park,"100,004,956",B218,FB3F6608-BA7F-4288-AB54-AD97A3EB76FA,DPR,"Albany Ave., E. 40 St. bet. Farragut Rd. and Foster Ave.",True,Paerdegat Park,58,21,"169,985",B218,B-17,True,B-17,B-17,True,67,False,Paerdegat Park,Neighborhood Plgd,Community Park,9,False,11203,POINT (-73.9381337686342 40.63806031520674)
1960 Sep 15 12:00:00 AM,0.364,,B,PARK,307,39,B-07,Seeley Park,"100,004,459",B255J,5B3676A4-EBBF-4D8A-B009-E434E6BD6623,DPR,S/B Prospect Exwy. bet. Seeley St. and Vanderbilt St.,True,Seeley Park,44,20,"169,956",B255J,B-07,True,B-07,B-07,True,72,False,Seeley Park,Sitting Area/Triangle/Mall,Triangle/Plaza,10,False,11218,POINT (-73.97785596291797 40.6533626320705)
1960 Sep 15 12:00:00 AM,0.438,,B,PARK,307,39,B-07,Park,"100,004,011",B255I,AC0D5409-1F7F-435D-92C7-E8E9F5B128BC,DPR,18 St. bet. 11 Ave. and Seeley St.,True,Park,44,20,"169,955",B255I,B-07,False,B-07,B-07,False,72,False,Park,Sitting Area/Triangle/Mall,Parkway,10,False,11218,POINT (-73.97810528809035 40.65445873433163)
1942 Dec 30 12:00:00 AM,0.433,558 CLINTON STREET,B,PARK,306,39,B-06,Admiral Triangle,"100,004,455",B210F,C22F8795-B3AD-458C-8C1A-276A8623C9C3,DPR,"Hamilton Ave., Nelson St. Clinton St.",True,Admiral Triangle,52,26,"169,982",B210F,B-06,True,B-06,B-06,True,76,False,Admiral Triangle,Neighborhood Plgd,Playground,10,False,11231,POINT (-74.00104429516944 40.676812094951615)
1947 May 24 12:00:00 AM,1.23,,Q,PARK,408,23,Q-08,Fresh Meadows Park,"100,000,081",Q223,08D19A82-6C63-472A-A4E0-2CA92FED0F8B,DPR,Horace Harding Exwy. Sr. Rd. S. bet. 188 St. and 190 St.,Part,Fresh Meadows Park,25,16,"169,920",Q223,Q-08,True,Q-08,Q-08,True,107,False,Fresh Meadows Park,Sitting Area/Triangle/Mall,Triangle/Plaza,6,False,11365,POINT (-73.78515967766862 40.74079450371353)
2002 Nov 20 12:00:00 AM,0.115,,Q,PARK,412,28,Q-12,Block Association #81,"100,000,127",Q487,3B469C76-8277-4811-8504-391A98F36C8A,DPR,Inwood St. bet. Shore Ave. and Lakewood Ave.,False,Block Association #81,32,10,"169,948",Q487,Q-12,False,Q-12,Q-12,False,103,False,Block Association #81,Greenthumb,Garden,5,False,11435,POINT (-73.80374066041651 40.69066421772432)
1949 Dec 31 12:00:00 AM,5.2,,Q,PARK,408,24,Q-08,Hoover/Manton Playgrounds,"100,000,078",Q220G,DDD7085C-4F6D-46BA-8346-0145456AB9D5,DPR,"Manton St. bet. 83 Ave., 134 St. and Main St.",True,Hoover - Manton Playgrounds,25,14,"169,919",Q220G,Q-08,True,Q-08,Q-08,True,107,False,Hoover - Manton Playgrounds,Neighborhood Plgd,Neighborhood Park,6,False,11435,POINT (-73.82095961612643 40.71118789098583)
,0.011,23 HIGHLAND PLACE,B,PARK,305,37,B-05,Sam Leggio Triangle,"100,007,077",B278,D23E3412-0788-49E2-A515-E9EDEC1486A7,DPR/CDOT,"Highland Pl. at Etna St., Forcetube Ave.",False,Sam Leggio Triangle,54,18,"169,978",B278,B-05,True,B-05,B-05,True,75,False,Sam Leggio Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,7,False,11208,POINT (-73.88196926889509 40.68509767600212)
2002 Nov 20 12:00:00 AM,0.092,,Q,PARK,412,28,Q-12,B.C.C.A. Mini-park and Garden,"100,000,126",Q486,03B69123-B388-4709-8F22-E02686FCF915,DPR,115 Dr. bet. Sutphin Blvd. and 155 St.,False,B.C.C.A. Mini-park and Garden,32,10,"169,947",Q486,Q-12,False,Q-12,Q-12,False,113,False,B.C.C.A. Mini-park and Garden,Greenthumb,Garden,5,False,11434,POINT (-73.7921052995585 40.68339089499637)
1952 Oct 09 12:00:00 AM,0.504,544 7 AVENUE,B,PARK,307,39,B-07,Slope Park,"100,004,734",B288,11A882D4-1490-4396-AD22-F6480A8EF056,DPR/DOE,6 Ave. between 18 St. and 19 St.,False,Slope Park Playground,51,20,"170,432",B288,B-07,True,B-07,B-07,True,72,False,Slope Park Playground,JOP,Jointly Operated Playground,10,False,11215,POINT (-73.98951022543119 40.66127001100948)
1949 Dec 31 12:00:00 AM,1.5,,Q,PARK,409,29,Q-09,Maple Grove Park,"100,000,077",Q220F,022C44E8-37A2-47F6-8E35-4D53C75AEC95,DPR,Hoover Ave. bet. Queens Blvd. and 132 St.,True,Maple Grove Park,28,14,"169,918",Q220F,Q-09,True,Q-09,Q-09,True,102,False,Maple Grove Park,Sitting Area/Triangle/Mall,Triangle/Plaza,5,False,11415,POINT (-73.82409584762085 40.71189211727465)
1946 Mar 06 12:00:00 AM,1.37,,Q,PARK,412,28,Q-12,Playground One Forty,"100,000,181",Q220E,0F37D9D2-23E2-4B38-B940-7D4A2F8DBAAB,DPR,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 120 Ave. and Rockaway Blvd.",True,Playground One Forty,32,10,"169,917",Q220E,Q-12,True,Q-12,Q-12,True,113,False,Playground One Forty,Neighborhood Plgd,Playground,5,False,11436,POINT (-73.80123923517459 40.6751628731402)
1954 Dec 31 12:00:00 AM,0.03,,X,PARK,206,15,X-06,Strip,"100,005,061",X148I3,B4E83645-2C0D-4E96-8E4B-9F90FD252682,DPR,Cross Bronx Exwy Srvc Rd N bet. Bryant Av and Boston Av,True,Park,87,32,"169,974",X148I3,X-06,False,X-06,X-06,True,48,False,Park,Sitting Area/Triangle/Mall,Strip,14,False,10460,POINT (-73.88335537727427 40.83931088554165)
1946 Mar 06 12:00:00 AM,0.051,138-12 FOCH BOULEVARD,Q,PARK,412,28,Q-12,Foch Sitting Area,"100,000,180",Q220D,AAF863E9-AF80-459D-952F-CE125D722D38,DPR,"Van Wyck Exwy. Sr. Rd. E., 139 St., Fooch Blvd.",True,Foch Sitting Area,32,10,"169,916",Q220D,Q-12,False,Q-12,Q-12,True,113,False,Foch Sitting Area,Sitting Area/Triangle/Mall,Triangle/Plaza,5,False,11436,POINT (-73.80234938328257 40.677579367402494)
1946 Mar 06 12:00:00 AM,1.427,,Q,PARK,412,28,Q-12,Norelli-Hargreaves Playground,"100,000,178",Q220B,26213C4C-C769-4F8D-A7D6-5E92AB3B48F5,DPR,"Van Wyck Exwy. Sr. Rd. E., 142 St., 106 Ave.",True,Norelli-Hargreaves Playground,32,10,"169,915",Q220B,Q-12,True,Q-12,Q-12,True,103,False,Norelli-Hargreaves Playground,Neighborhood Plgd,Playground,5,False,11435,POINT (-73.80895149884546 40.69045633413458)
2004 Apr 26 12:00:00 AM,0.101,104-04 CORONA AVENUE,Q,PARK,404,21,Q-04,Park,"100,000,341",Q483,69DDBB04-E388-48F9-87E1-1602F1F4628A,DPR,"Corona Ave. bet. 104 St. and 106 St., 50 Av.",False,Corona Health Sanctuary,39,13,"169,946",Q483,Q-04,False,Q-04,Q-04,True,110,False,Corona Health Sanctuary,Neighborhood Plgd,Playground,14,False,11368,POINT (-73.85833038593216 40.74377202570699)
1924 Mar 28 12:00:00 AM,6.882,,X,PARK,204,16,X-04,Joyce Kilmer Park,"100,005,035",X028,F5D4D57E-7C36-4271-95E2-9DAB1FB20A7C,DPR,Grand Concourse to Walton Av bet. E 161 St and E 164 St,True,Joyce Kilmer Park,84,32,"169,970",X028,X-04,True,X-04,X-04,True,44,False,Joyce Kilmer Park,Large Park,Community Park,15,False,10451,POINT (-73.92264105971299 40.82856132045477)
1989 Sep 08 12:00:00 AM,0.04,,Q,PARK,404,25,Q-04,Manuel De Dios Unanue Triangle,"100,000,260",Q462,450A32DC-E54E-4F1F-AA8C-3A63A1C64486,DPR,"Roosevelt Ave., 83 St., Baxter Ave.",False,Manuel De Dios Unanue Triangle,39,13,"169,945",Q462,Q-04,True,Q-04,Q-04,True,110,False,Manuel De Dios Unanue Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,6,False,11373,POINT (-73.8828166112718 40.74755962866815)
1959 Sep 28 12:00:00 AM,0.25,,Q,PARK,410,32,Q-10,Judge Angelo Graci Triangle,"100,000,176",Q424,6642A895-E592-4DAA-955B-ECA5EAA1F7F5,DPR,"N. Conduit Ave., Sutter Ave. bet. 77 St. and 78 St.",True,Judge Angelo Graci Triangle,23,15,"169,944",Q424,Q-10,True,Q-10,Q-10,True,106,False,Judge Angelo Graci Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,7,False,11417,POINT (-73.85858317361358 40.674393381601575)
